framework,pinned_commit,source_path,source_line,source_sha256,action_family,source_detail,original_v6_disposition,eligibility_interpretation,local_deterministic_adapter,external_network_or_credentials,native_projection_well_defined,canonical_projection_well_defined,deterministic_score
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,104,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4539d08116cdba906c1972fce07d4a147a62bccf29194dedc8323f11f3329818
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agents_as_tools.py,183,7faa28a264219ab9694252e88c10f4bb0c2dc9842ebbae13e3e045ce59735c28,agents_as_tools,rollout_agent.as_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,463cb8685267365b93fee4280856574c630ed534c9dc4cfc778d0f406754324e
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1155,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,46ce2d0b2c483a01def58ce1e4d6511adc465639e7972d27771647efca9c1f9f
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/model_providers/custom_example_agent.py,42,d2279b417e313c29005773c86d7a9ab28e7387efe277f958747236d744b8d8cf,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,488923d64f2e8fa12c337c5fdea1eed9404656ca31526e3245c7e96f7167c179
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2799,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='sample_tool_function', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,48b9c60199810a5d1efb4ca8efbf5ee1dc547a3dc14c3a3c08160226f78527bc
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,69,ee699e45f308f542614616c5d40e70c6b58da77f4d9c0dc5e0a26bed69cfe07a,tool,lookup_referral_status,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,48c86e1477488850ad05abe3bea9f69305dbb9f0ee6b58446a860f9f74954e19
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop.py,64,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,48de141a861b072790109055ce24dae282f3c385ffadcd4816a941f4a4a50977
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,662,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,48df98a6e4673f8077857120cb91afd754002cf00916dbf408aca46b48f50843
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,1591,42b9b467122678dcde45914b4b92701cdfe493e5af1656936b25bb3b730c81e2,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,495edf7360bfd9431f909f9911b1fd7465ccac89f34e3d84921a9831404ca13e
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/tool_guardrails.py,117,4d70ca04e73201a94615eadefb5af89083214bf444ce559bdac8202b8cc5b7b9,tool,"Name(id='get_user_data', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4973da4dc01d3b1558ca5143ae65458f307722a62abf0ac7888f2c8791bc49e2
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/model_providers/custom_example_global.py,55,c3ce3342f4b6e6971e488fdff20fe65a253536249359af476acad04cfea87cab,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,49a4d4ee876d1f1ee0df32fc5515e12dcdd0449e3d4c3ba37fbf59bdff31c545
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/streamablehttp_example/server.py,21,6b890151e410ca4e30d639927210696173885518c38e22ed0e2d66c12b45148a,tool,mcp.tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,49e8ca2ec000d51bcf37ca23b7542f88a3a6412643a6d99b0eb2f004a83aa274
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/manager_example/mcp_server.py,11,0466ecd71f2324cb346b90432efda1eaad841a0eec39bb8580d8a34ea1dd7548,tool,mcp.tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4b70bdc2ad386b0874ef1dcb36c16c1563fbfee0e7586ba163e25fd2357ca352
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell_human_in_the_loop.py,117,0445517d608c28006485b4eba08330d5a54f2436d0a70826d8b0f31d283efbdd,tool,"Call(func=Name(id='ShellTool', ctx=Load()), keywords=[keyword(arg='executor', value=Call(func=Name(id='ShellExecutor', ctx=Load()))), keyword(arg='needs_approva",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4bb33f0bfe9b0d7e7f0847cf752cda72c210c5f5b5d6eafd42e0fc7820179b59
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,493,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='safe_read', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4c36688630f5e743b396e58d228b38671e87783bb00b4a20de9e64b5f40341ea
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1291,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,argument_scoped_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4c64a04c6b01df61b5689eac74beca4ad56d8466ce5288fd304fa9c2ef30517d
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/lifecycle_example.py,134,47faff578b13d697b1fc9b2706292cb156b24ced2bfe7f29302fd3d71b981b5b,tool,"Name(id='multiply_by_two', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4ca3c01b0ad7ccfcda5186c0d9bd568ec5e9bc154dbd23dc45649080cb42af17
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/realtime/app/agent.py,14,0a1eee26db8565a103537c1573b1237508856eea861b8293334208fa2a02f9b4,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4ce464faf86035199383d3985418de6501af76ce6765f114c5dc40a683dae7bf
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,744,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,exception_test_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4e3705c3ca99f88160aee54377e559754de66b87a85222ffdc094c2593589886
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1556,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5124452af29fba430431118a7f1d4d9229293fadd36026a47e7815a1d79083bc
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2746,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='sample_tool_function', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,51c9ccd99dccf9566ceb09ca8393585a880666a8e3e903a5ef1a2bad0fbffee2
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,993,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,521a63c4f374afd5d7d6d3e715d7c241baf84c5de68f41931583c189e0a5ba77
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/stream_ws.py,190,f9071975a51934789c76aa2f5cdfb765404e61f5fbc709423eb5e987f4e16cce,tool,"Name(id='submit_refund', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5275b01ea1cc05b4202d428299005ad8a92913f4a46351704f9cd7040648d471
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/sse_example/server.py,13,e4a29d82db515a1d780b5720b27f2dda951f79687256473d24046a8fe36f1c89,tool,mcp.tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,527ca9d3bb8d79bbee8ba286db97aef9d6adea96336ca7728d79001042570e52
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/agent_lifecycle_example.py,105,02fbe5380aecb3ad1295f8fda54f3d76731e82fa11a529cee491c67cd435d57a,handoff,"Name(id='multiply_agent', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,52973a1f84a62599ad22cdd56c177935a3540b72a62b861a0791645524521b28
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,70,c06389cc75b499c40ec7c433ce556d91321934079a6d45edb9f9ad2dff8f20bc,tool,get_shipping_eta,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,52e631cef147b3c487080f61d8c2f7dd5930bd60517b67a743ead0f522e848ce
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search_filters.py,94,3a98e390d08162be2cde3517fbe1b7c9de216ba93a9972ba42e033691efe20c3,tool,"Call(func=Name(id='WebSearchTool', ctx=Load()), keywords=[keyword(arg='filters', value=Call(func=Name(id='Filters', ctx=Load()), keywords=[keyword(arg='allowed_",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,53a66f95468965291bf785c0388369085fd5cff7ad3a5bf63f5a01f85f36d612
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2923,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='guarded_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,53b17c4f55531b986bd4a88c649762db892adbd5393e935b40dfaceb340c248c
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,90,ee699e45f308f542614616c5d40e70c6b58da77f4d9c0dc5e0a26bed69cfe07a,tool,route_to_human_queue,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,53efc5a33dd73b8473cf77b44164b47d1684130cace679f37fb44131c2dc9ebc
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_clients.py,374,db32a3cb92f12e6043ee5e58cbecdf9f8aae0dc6df94464044b4534e9b8c8044,tool,lookup_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,54e35d47d03a259c46e222dfaa9b11c2cb29f07a50d225878fac0efd48ebbc75
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1531,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,54ff6b04f013c31bed9944bca10bc4dbaee5d9155aebdbc0e9cdbe29b98fe36e
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/memory_session_hitl_example.py,26,6e7df1dae6329917474e2fc05bae0db6a00c7967e4b25383d6f58fccd83dc7ae,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,55171c95e5a020e19354b0732b4b63262e1006f3643d962b03d69fbafe1a2eaa
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/realtime/app/agent.py,37,0a1eee26db8565a103537c1573b1237508856eea861b8293334208fa2a02f9b4,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5562b394827e3a927e4fbb240946236e5da606ca7c5ebd0293a89166cd196a99
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,719,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='guarded_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5572f5d15e342c79a1caf6c78412c9c47f065574db5c96fa061e5abf4489e84f
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/hitl_session_scenario.py,48,61c93cc9550272ec346ce31db225718f50755d969f22c83808f3d7c461eae380,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,56f0fa39a39e260c2b62841edc7990137400190a968d10f1736b49f416147f13
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1102,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,574f516baabcbfb62ea977f9b682a684a551c422758e60ed23e29f0da77e9531
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/hitl_session_scenario.py,90,61c93cc9550272ec346ce31db225718f50755d969f22c83808f3d7c461eae380,tool,"Name(id='approval_echo', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,578717b69d28047d9d0c68eb79597296c44b05022feb14d5bd0b77e7edff544c
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,128,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,58b8b65683594ffa76214ee3f21546e103927de3046a061b8bf5a350c8754b7a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,117,c06389cc75b499c40ec7c433ce556d91321934079a6d45edb9f9ad2dff8f20bc,tool,"Name(id='get_shipping_eta', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5a4751e91abb85af55903a7f601624c54dd199b779fb6a653ba8356572de3543
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1120,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5a7d861098a3a08537e3cce3d5bca14dca962cd7e2ff208986ea921a3054f9e4
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_clients.py,424,db32a3cb92f12e6043ee5e58cbecdf9f8aae0dc6df94464044b4534e9b8c8044,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5aa19ca8fe1a28fbb55788c0224f83dc185ba439a61d60438ddbf21a34bfdf02
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_executor_tool_calls.py,542,9ec695c3005323ea6b7afb9a5f9b6dffeb2b6d44a52f1873cf087df62a402238,tool,"Name(id='declaration_only_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5c7f945622a5b460bba3cb95e8b11676c58be158bbdabcd2fab35418f848372a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/memory/hitl_session_scenario.py,53,61c93cc9550272ec346ce31db225718f50755d969f22c83808f3d7c461eae380,tool,approval_echo,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5ca2458ade45735907d760f7704b2035360b8171b9577fc701af4488559c1c5c
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,54,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,guarded_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5cb6d9574842c03515ca0872e354aadca1da1804bef7ffdf7a7c0eab59c96ffd
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/streamablehttp_custom_client_example/server.py,21,99ffc8e36edb28f00bbaf853e6c7bd5365a222b12cfa748715312af74fca212c,tool,get_secret_word,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5cd0bb364134eb029b869a94015e87bcf3ddd114c0b62303052803be89f89b2a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,69,c06389cc75b499c40ec7c433ce556d91321934079a6d45edb9f9ad2dff8f20bc,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5d51efc66008c34711ad6ee65ee9a567786f2b798e95f3476a2b7d64e79ced10
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop_stream.py,43,c7471edb486085de7679e9799685b28f8093f74566cd46d017c38964f2f6da17,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5e3cc1c0c7b37d20c515ee378ff1ab06fe069f0b4415a36ad872610cd44e417a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/agents_as_tools_conditional.py,73,511e3da26270d1df3a8454e0c8df774d8bc41815db245fa2105ca6a5a137c6a7,agents_as_tools,french_agent.as_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5eae8a62e4632f546c552a392d7fc8fd73093b83157aec60e1845d70fa3239b6
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/lifecycle_example.py,142,47faff578b13d697b1fc9b2706292cb156b24ced2bfe7f29302fd3d71b981b5b,tool,"Name(id='random_number', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,5edf55be28eea4d039ea2477ef0ffeaea5e9604dc5a14384255cfae25edd7946
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,53,ee699e45f308f542614616c5d40e70c6b58da77f4d9c0dc5e0a26bed69cfe07a,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,6015a7c4eb658eff94ca587d8cea0e7f3929b137c6fd7203871abda0ef517602
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,329,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,6025f2009763fd403e04104f62fb142d21b8a2b24d233e266796f8de8dafe66b
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,855,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='guarded_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,621d5a53f7769daf54737e9cd829d0806352c97692d82564ac7840722aedf6b6
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1231,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,hosted_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,629000b32e8c574b1a28b5032c0b34e279e359a25756501df55ccf1c586d182f
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools_future_annotations.py,26,9d5da915e76a79b66fd1b95382db94487a78195c7c684248f0585a5721216306,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,631314df34c6efc3f267bae3acc543cde114d1cbefeabbfd6b1c5060684c1fc9
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/sse_example/server.py,27,e4a29d82db515a1d780b5720b27f2dda951f79687256473d24046a8fe36f1c89,tool,get_current_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,633b491030e966b48fa9e57eb4ce1aa013baf4968c63ffa5af776937f789227c
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/realtime/cli/demo.py,39,0e0b3482d268ee54e6947390e55ce31e1ef77ed8c8cf8c7bea1ea92b5a96b888,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,64c1828d72c5c1eb92ee6b62b768bdf6bd9087b1cf7b00b1412ce173d6a47dc9
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/manager_example/mcp_server.py,16,0466ecd71f2324cb346b90432efda1eaad841a0eec39bb8580d8a34ea1dd7548,tool,mcp.tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,650c3da518dad3823d3f1ecdc3e3d308b65fafb6bb06a9d3ab5619d43464f0d3
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,1560,42b9b467122678dcde45914b4b92701cdfe493e5af1656936b25bb3b730c81e2,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,652bf2588b0ece151fbd444e4b3874f7050fb88bd0fdf43065a83e8ff549e4aa
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,943,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,65e79d3f5027aa2b0ea42b806af4093e0399c274d80fa76d0398425ad522e135
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,583,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,67b5f6d1523c4ec67a834dcc66dd80aaad39bc6dbc3e5ecd8ef42fd18dcb4f39
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/programmatic_tool_calling.py,53,f1beed8d0c4b6cc065e5d7da18185dcfd8dd9652edcd0655ccdc023e0d2ad980,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,68723de0bfa78b6e99e075a4fffb303829a9b00afe7c9e494217d26cb9cd2b05
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/model_providers/any_llm_auto.py,39,a07c3b1c0b15d7cb484a5a9ad891e67dfd361982cf2736ccad99d9fe4667d9c5,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,68730ad6915a040033fbcde784a833ff6bc864f16f586e4e78d4078a3ff386de
