framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,801,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,803,state_memory,MemoryFileStore,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"store = MemoryFileStore(tmp_path, owner_state_key=""owner_id"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,804,state_memory,_RaisingMemoryClient,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,raising_client = _RaisingMemoryClient(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,805,state_memory,MemoryContextProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"provider = MemoryContextProvider(store=store, consolidation_client=raising_client)  # type: ignore[arg-type]  # pyrefly: ignore[bad-argument-type]  # ty: ignore[invalid-argument-type]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,810,state_memory,store.write_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"store.write_state(session, pre_state, source_id=DEFAULT_MEMORY_SOURCE_ID)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,813,state_memory,MemoryTopicRecord,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,MemoryTopicRecord(,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,832,state_memory,store.read_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert store.read_state(session, source_id=DEFAULT_MEMORY_SOURCE_ID) == pre_state",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,839,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,841,state_memory,MemoryFileStore,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"store = MemoryFileStore(tmp_path, owner_state_key=""owner_id"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,842,state_memory,MemoryContextProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,provider = MemoryContextProvider(store=store),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,843,state_memory,_ProgrammerErrorMemoryClient,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,bad_client = _ProgrammerErrorMemoryClient(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,848,state_memory,SessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = SessionContext(,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,23,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for tool in tools:,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,31,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,38,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"custom_session = AgentSession(session_id=""session-2"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,54,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,71,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for graduated in (AgentModeProvider, get_agent_mode, set_agent_mode):",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,93,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"poisoned_session = AgentSession(session_id=""poisoned"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,96,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, poisoned_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,104,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""configured"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,114,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,125,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,131,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,158,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,163,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,183,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,187,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,215,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,225,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,237,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,247,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,258,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,264,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, first_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,277,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"second_context, second_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,294,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"third_context, _ = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,29,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for tool in tools:,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,69,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,70,state_memory,TodoSessionStore,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,store = TodoSessionStore(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,72,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"items, next_id = await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,78,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [todo_item], next_id=2, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,80,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"loaded_items, loaded_next_id = await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,88,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,97,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,await store.save_state(,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,104,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"items, next_id = await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,109,state_memory,state_path.exists,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,assert state_path.exists(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,110,state_memory,state_path.read_text,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"assert json.loads(state_path.read_text(encoding=""utf-8"")) == {",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,116,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(AgentSession(session_id=""missing-owner""), source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,116,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(AgentSession(session_id=""missing-owner""), source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,121,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,124,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"items, next_id = await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,132,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,135,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [TodoItem(id=1, title=""Initial"")], next_id=2, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,137,state_memory,state_path.read_text,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"original_contents = state_path.read_text(encoding=""utf-8"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,145,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [TodoItem(id=2, title=""Replacement"")], next_id=3, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,148,state_memory,state_path.read_text,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"assert state_path.read_text(encoding=""utf-8"") == original_contents",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,149,state_memory,state_path.parent.iterdir,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,assert sorted(p.name for p in state_path.parent.iterdir()) == [state_path.name],NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,154,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,156,state_memory,TodoSessionStore,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,store = TodoSessionStore(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,159,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,164,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,166,state_memory,TodoSessionStore,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,store = TodoSessionStore(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,169,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,173,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,177,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.load_state(session, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,182,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session_a = AgentSession(session_id=""session-a"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,185,state_memory,TodoSessionStore,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session_store = TodoSessionStore(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,186,state_memory,session_store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"items, next_id = await session_store.load_state(session_a, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,190,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session_b = AgentSession(session_id=""session-b"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,193,state_memory,state_path.parent.mkdir,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,state_path.parent.mkdir(parents=True),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,194,state_memory,state_path.write_text,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"state_path.write_text(json.dumps({""items"": [{""id"": 7, ""title"": ""Seeded""}], ""next_id"": 1}) + ""\n"", encoding=""utf-8"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,195,state_memory,file_store.load_state,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"items, next_id = await file_store.load_state(session_b, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,205,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,216,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""../escape"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,220,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [TodoItem(id=1, title=""Escape"")], next_id=2, source_id=""todo"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,227,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,230,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [TodoItem(id=1, title=""First source"")], next_id=2, source_id=""first"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,231,state_memory,store.save_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await store.save_state(session, [TodoItem(id=1, title=""Second source"")], next_id=2, source_id=""second"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,233,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"first_items, _ = await store.load_state(session, source_id=""first"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,234,state_memory,store.load_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"second_items, _ = await store.load_state(session, source_id=""second"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,244,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,248,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,260,state_memory,state_path.exists,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,assert state_path.exists(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,261,state_memory,state_path.read_text,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"persisted = json.loads(state_path.read_text(encoding=""utf-8""))",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,275,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,279,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,326,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""session-1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,330,state_memory,agent._prepare_session_and_messages,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,371,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for graduated in (TodoStore, TodoItem, TodoInput, TodoSessionStore, TodoProvider):",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,60,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=f""immutable-approval-{streaming}-{approved}"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,157,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=f""approval-reasoning-{streaming}"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,188,hitl_resume,resumed_stream.get_final_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,resumed_response = await resumed_stream.get_final_response(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,243,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-file-history"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,310,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""pending-approval-file-history"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,373,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=f""approval-user-input-{streaming}"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,390,hitl_resume,resumed_stream.get_final_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,resumed_response = await resumed_stream.get_final_response(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,438,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-session"")",NO,NO
