framework,pinned_commit,relative_path,line,behavior_kind,detail,ir_v1_disposition,semantic_bucket,exact_lowering_feasibility,required_ir_primitive,classification_basis,source_excerpt
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,843,state_memory,_ProgrammerErrorMemoryClient,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",bad_client = _ProgrammerErrorMemoryClient()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,848,state_memory,SessionContext,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",context = SessionContext(
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,23,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for tool in tools:
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,24,conditional_edge,"getattr(tool, 'name', None) == name",UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if getattr(tool, ""name"", None) == name:"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,31,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,38,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","custom_session = AgentSession(session_id=""session-2"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,54,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,71,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,"for graduated in (AgentModeProvider, get_agent_mode, set_agent_mode):"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,93,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","poisoned_session = AgentSession(session_id=""poisoned"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,96,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, poisoned_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,104,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""configured"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,114,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,125,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,131,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,158,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,163,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,183,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,187,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,215,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,225,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,237,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,247,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,258,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,264,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","_, first_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,277,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","second_context, second_options = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,294,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","third_context, _ = await agent._prepare_session_and_messages(  # pyright: ignore[reportPrivateUsage]"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,29,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for tool in tools:
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,30,conditional_edge,"getattr(tool, 'name', None) == name",UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if getattr(tool, ""name"", None) == name:"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,69,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,70,state_memory,TodoSessionStore,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",store = TodoSessionStore()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,72,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","items, next_id = await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,78,state_memory,store.save_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.save_state(session, [todo_item], next_id=2, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,80,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","loaded_items, loaded_next_id = await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,88,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,97,state_memory,store.save_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",await store.save_state(
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,104,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","items, next_id = await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,109,state_memory,state_path.exists,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",assert state_path.exists()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,110,state_memory,state_path.read_text,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","assert json.loads(state_path.read_text(encoding=""utf-8"")) == {"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,116,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(AgentSession(session_id=""missing-owner""), source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,116,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(AgentSession(session_id=""missing-owner""), source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,121,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,124,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","items, next_id = await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,132,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,135,state_memory,store.save_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.save_state(session, [TodoItem(id=1, title=""Initial"")], next_id=2, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,137,state_memory,state_path.read_text,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","original_contents = state_path.read_text(encoding=""utf-8"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,145,state_memory,store.save_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.save_state(session, [TodoItem(id=2, title=""Replacement"")], next_id=3, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,148,state_memory,state_path.read_text,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","assert state_path.read_text(encoding=""utf-8"") == original_contents"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,149,state_memory,state_path.parent.iterdir,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",assert sorted(p.name for p in state_path.parent.iterdir()) == [state_path.name]
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,154,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,156,state_memory,TodoSessionStore,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",store = TodoSessionStore()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,159,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,164,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,166,state_memory,TodoSessionStore,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",store = TodoSessionStore()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,169,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,173,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,177,state_memory,store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","await store.load_state(session, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,182,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session_a = AgentSession(session_id=""session-a"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,185,state_memory,TodoSessionStore,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",session_store = TodoSessionStore()
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,186,state_memory,session_store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","items, next_id = await session_store.load_state(session_a, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,190,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session_b = AgentSession(session_id=""session-b"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,193,state_memory,state_path.parent.mkdir,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",state_path.parent.mkdir(parents=True)
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,194,state_memory,state_path.write_text,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","state_path.write_text(json.dumps({""items"": [{""id"": 7, ""title"": ""Seeded""}], ""next_id"": 1}) + ""\n"", encoding=""utf-8"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,195,state_memory,file_store.load_state,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","items, next_id = await file_store.load_state(session_b, source_id=""todo"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,205,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""session-1"")"
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,216,state_memory,AgentSession,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","session = AgentSession(session_id=""../escape"")"
